headphoneName,batteryLabel,batteryScore,comfortLabel,comfortScore,noisecancellationLabel,noisecancellationScore,soundqualityLabel,soundqualityScore
AirPods 3,NA,0.0,NA,0.0,NA,0.0,NA,0.0
AirPods 3,NA,0.0,NA,0.0,NA,0.0,NA,0.0
AirPods 3,NA,0.0,NA,0.0,NA,0.0,NA,0.0
AirPods 3,NA,0.0,NA,0.0,NA,0.0,Positive,0.9960834980010986
AirPods 3,NA,0.0,NA,0.0,NA,0.0,Positive,0.994548499584198
AirPods 3,NA,0.0,NA,0.0,NA,0.0,NA,0.0
AirPods 3,NA,0.0,NA,0.0,NA,0.0,NA,0.0
Jabra Elite 7 Pro,Positive,0.7703791260719299,Positive,0.7225138545036316,NA,0.0,Positive,0.6586882472038269
Jabra Elite 7 Pro,Negative,0.894570529460907,NA,0.0,NA,0.0,NA,0.0
Jabra Elite 7 Pro,NA,0.0,NA,0.0,NA,0.0,NA,0.0
Jabra Elite 7 Pro,NA,0.0,NA,0.0,Positive,0.5269482731819153,NA,0.0
Jabra Elite 7 Pro,NA,0.0,NA,0.0,NA,0.0,NA,0.0
Jabra Elite 7 Pro,NA,0.0,NA,0.0,NA,0.0,NA,0.0
Jabra Elite 7 Pro,NA,0.0,NA,0.0,NA,0.0,NA,0.0
Jabra Elite 7 Pro,NA,0.0,NA,0.0,NA,0.0,NA,0.0
Jabra Elite 7 Pro,NA,0.0,NA,0.0,NA,0.0,NA,0.0
Jabra Elite 7 Pro,NA,0.0,NA,0.0,NA,0.0,NA,0.0
Jabra Elite 7 Pro,NA,0.0,NA,0.0,NA,0.0,NA,0.0
Jabra Elite 7 Pro,Negative,0.5436980724334717,NA,0.0,NA,0.0,NA,0.0
Jabra Elite 7 Pro,NA,0.0,NA,0.0,Positive,0.9797906279563904,Positive,0.9917614459991455
Jabra Elite 7 Pro,NA,0.0,NA,0.0,Positive,0.9220055937767029,Positive,0.8264074325561523
Jabra Elite 7 Pro,NA,0.0,NA,0.0,NA,0.0,NA,0.0
Jabra Elite 7 Pro,NA,0.0,NA,0.0,NA,0.0,Positive,0.9623686075210571
Jabra Elite 7 Pro,NA,0.0,NA,0.0,NA,0.0,Positive,0.9933499693870544
Jabra Elite 7 Pro,NA,0.0,NA,0.0,NA,0.0,NA,0.0
Jabra Elite 7 Pro,NA,0.0,NA,0.0,NA,0.0,NA,0.0
Jabra Elite 7 Pro,NA,0.0,NA,0.0,NA,0.0,NA,0.0
Jabra Elite 7 Pro,NA,0.0,Negative,0.9137493968009949,NA,0.0,NA,0.0
Jabra Elite 7 Pro,NA,0.0,NA,0.0,NA,0.0,NA,0.0
Jabra Elite 7 Pro,NA,0.0,Positive,0.976994514465332,Positive,0.9886055588722229,NA,0.0
Jabra Elite 7 Pro,NA,0.0,NA,0.0,NA,0.0,NA,0.0
Jabra Elite 7 Pro,NA,0.0,NA,0.0,NA,0.0,NA,0.0
Jabra Elite 7 Pro,NA,0.0,NA,0.0,NA,0.0,Positive,0.9743764996528625
Jabra Elite 7 Pro,NA,0.0,NA,0.0,NA,0.0,NA,0.0
Jabra Elite 7 Pro,NA,0.0,NA,0.0,NA,0.0,NA,0.0
Jabra Elite 7 Pro,NA,0.0,NA,0.0,Negative,0.8607233166694641,NA,0.0
Jabra Elite 7 Pro,NA,0.0,NA,0.0,NA,0.0,NA,0.0
Jabra Elite 7 Pro,Positive,0.9250823855400085,Positive,0.7868534326553345,NA,0.0,NA,0.0
Jabra Elite 7 Pro,Positive,0.6753054261207581,Positive,0.6451670527458191,NA,0.0,NA,0.0
Jabra Elite 7 Pro,Positive,0.7283822298049927,Positive,0.8198920488357544,NA,0.0,NA,0.0
Jabra Elite 7 Pro,NA,0.0,Positive,0.7936434149742126,NA,0.0,NA,0.0
Jabra Elite 7 Pro,NA,0.0,NA,0.0,NA,0.0,NA,0.0
Jabra Elite 7 Pro,Negative,0.9758331179618835,NA,0.0,Positive,0.9889735579490662,NA,0.0
Jabra Elite 7 Pro,NA,0.0,NA,0.0,NA,0.0,NA,0.0
Jabra Elite 7 Pro,NA,0.0,NA,0.0,NA,0.0,Positive,0.9492753744125366
Jabra Elite 7 Pro,Positive,0.9981508851051331,NA,0.0,NA,0.0,Positive,0.9975353479385376
Jabra Elite 7 Pro,Positive,0.991018533706665,NA,0.0,NA,0.0,Positive,0.9968037605285645
Jabra Elite 7 Pro,Positive,0.6385510563850403,Positive,0.6992707252502441,NA,0.0,Positive,0.6207282543182373
Jabra Elite 7 Pro,NA,0.0,Negative,0.9570363163948059,NA,0.0,NA,0.0
Jabra Elite 7 Pro,NA,0.0,NA,0.0,NA,0.0,NA,0.0
Jabra Elite 7 Pro,NA,0.0,Positive,0.6073766350746155,NA,0.0,NA,0.0
Jabra Elite 7 Pro,Positive,0.9807004928588867,NA,0.0,NA,0.0,NA,0.0
Jabra Elite 7 Pro,NA,0.0,NA,0.0,NA,0.0,NA,0.0
Jabra Elite 7 Pro,NA,0.0,NA,0.0,Negative,0.9876573085784912,NA,0.0
Jabra Elite 7 Pro,NA,0.0,NA,0.0,NA,0.0,NA,0.0
Jabra Elite 7 Pro,NA,0.0,Negative,0.9908937215805054,NA,0.0,NA,0.0
Jabra Elite 7 Pro,NA,0.0,NA,0.0,NA,0.0,NA,0.0
Sony WF-1000XM5,Positive,0.8610241413116455,NA,0.0,NA,0.0,Positive,0.8809664249420166
Sony WF-1000XM5,Positive,0.9159063100814819,Negative,0.825627326965332,Positive,0.7119224071502686,NA,0.0
Sony WF-1000XM5,Positive,0.9773300886154175,Negative,0.8714314103126526,Positive,0.6146844029426575,Positive,0.8774732351303101
Sony WF-1000XM5,NA,0.0,NA,0.0,Positive,0.9140229225158691,NA,0.0
Sony WF-1000XM5,NA,0.0,NA,0.0,NA,0.0,NA,0.0
Sony WF-1000XM5,NA,0.0,NA,0.0,NA,0.0,NA,0.0
Sony WF-1000XM5,NA,0.0,NA,0.0,NA,0.0,NA,0.0
Sony WF-1000XM5,Positive,0.7782472968101501,NA,0.0,Positive,0.7641682028770447,Positive,0.809847891330719
Sony WF-1000XM5,Positive,0.927935779094696,NA,0.0,NA,0.0,NA,0.0
Sony WF-1000XM5,NA,0.0,Neutral,0.3527996838092804,Positive,0.624278724193573,Positive,0.5928009748458862
Sony WF-1000XM5,NA,0.0,NA,0.0,NA,0.0,Neutral,0.5941460132598877
Sony WF-1000XM5,Negative,0.9457511901855469,NA,0.0,NA,0.0,NA,0.0
Sony WF-1000XM5,NA,0.0,NA,0.0,NA,0.0,NA,0.0
Sony WF-1000XM5,NA,0.0,NA,0.0,Negative,0.9499520659446716,NA,0.0
Sony WF-1000XM5,Negative,0.9884735941886902,Negative,0.9929292798042297,NA,0.0,NA,0.0
Sony WF-1000XM5,NA,0.0,NA,0.0,Negative,0.9798423647880554,NA,0.0
Sony WF-1000XM5,NA,0.0,NA,0.0,NA,0.0,NA,0.0
Sony WF-1000XM5,NA,0.0,NA,0.0,NA,0.0,NA,0.0
Sony WF-1000XM5,NA,0.0,NA,0.0,NA,0.0,NA,0.0
Sony WF-1000XM5,Negative,0.9967672824859619,NA,0.0,NA,0.0,NA,0.0
Sony WF-1000XM5,Negative,0.8673282265663147,NA,0.0,NA,0.0,Negative,0.7129538655281067
Sony WF-1000XM5,NA,0.0,NA,0.0,Negative,0.866923451423645,Positive,0.6000698208808899
Sony WF-1000XM5,NA,0.0,Negative,0.7173939943313599,NA,0.0,NA,0.0
Sony WF-1000XM5,Negative,0.6760573387145996,NA,0.0,Negative,0.5669833421707153,NA,0.0
Sony WF-1000XM5,NA,0.0,NA,0.0,NA,0.0,NA,0.0
Sony WF-1000XM5,NA,0.0,NA,0.0,NA,0.0,NA,0.0
Sony WF-1000XM5,NA,0.0,NA,0.0,NA,0.0,NA,0.0
Sony WF-1000XM5,Negative,0.9655800461769104,NA,0.0,Positive,0.7973676323890686,NA,0.0
Sony WF-1000XM5,NA,0.0,NA,0.0,Negative,0.9780802726745605,NA,0.0
Sony WF-1000XM5,NA,0.0,Negative,0.8892160654067993,Negative,0.8948062062263489,NA,0.0
Sony WF-1000XM5,Positive,0.5625734329223633,NA,0.0,NA,0.0,NA,0.0
Sony WF-1000XM5,Positive,0.9950277209281921,Positive,0.992367684841156,Positive,0.9970173835754395,NA,0.0
Sony WF-1000XM5,Negative,0.8279600143432617,NA,0.0,NA,0.0,NA,0.0
Sony WF-1000XM5,Positive,0.9976176619529724,Positive,0.9975257515907288,Positive,0.9984305500984192,NA,0.0
Sony WF-1000XM5,NA,0.0,NA,0.0,NA,0.0,Positive,0.9973040819168091
Sony WF-1000XM5,NA,0.0,NA,0.0,NA,0.0,NA,0.0
Sony WF-1000XM5,NA,0.0,NA,0.0,NA,0.0,NA,0.0
Sony WF-1000XM5,NA,0.0,Positive,0.9874365329742432,NA,0.0,NA,0.0
Sony WF-1000XM5,NA,0.0,NA,0.0,Positive,0.9960026144981384,NA,0.0
Sony WF-1000XM5,NA,0.0,NA,0.0,NA,0.0,NA,0.0
Sony WF-1000XM5,Negative,0.9163351058959961,NA,0.0,Negative,0.6294726729393005,NA,0.0
Sony WF-1000XM5,NA,0.0,Negative,0.5668683648109436,NA,0.0,NA,0.0
Sony WF-1000XM5,Negative,0.9943859577178955,NA,0.0,Negative,0.9772834181785583,NA,0.0
Sony WF-1000XM5,NA,0.0,NA,0.0,NA,0.0,NA,0.0
Sony WF-1000XM5,Neutral,0.7686810493469238,NA,0.0,NA,0.0,NA,0.0
Sony WF-1000XM5,NA,0.0,NA,0.0,NA,0.0,NA,0.0
Sony WF-1000XM5,NA,0.0,NA,0.0,Negative,0.9351683855056763,NA,0.0
Sony WF-1000XM5,Negative,0.9270499348640442,NA,0.0,Negative,0.9278918504714966,NA,0.0
Sony WF-1000XM5,Negative,0.8485004305839539,NA,0.0,Negative,0.7874781489372253,NA,0.0
Sony WF-1000XM5,NA,0.0,NA,0.0,Negative,0.7808816432952881,NA,0.0
1MORE Evo,NA,0.0,NA,0.0,Positive,0.48588430881500244,Negative,0.5653529763221741
1MORE Evo,NA,0.0,NA,0.0,NA,0.0,NA,0.0
1MORE Evo,NA,0.0,NA,0.0,NA,0.0,NA,0.0
1MORE Evo,NA,0.0,NA,0.0,Negative,0.5624437928199768,NA,0.0
1MORE Evo,NA,0.0,NA,0.0,NA,0.0,NA,0.0
1MORE Evo,Negative,0.5909955501556396,NA,0.0,NA,0.0,NA,0.0
1MORE Evo,NA,0.0,NA,0.0,NA,0.0,NA,0.0
1MORE Evo,NA,0.0,NA,0.0,NA,0.0,NA,0.0
1MORE Evo,Positive,0.8899832367897034,NA,0.0,NA,0.0,NA,0.0
1MORE Evo,NA,0.0,NA,0.0,NA,0.0,NA,0.0
1MORE Evo,NA,0.0,NA,0.0,NA,0.0,NA,0.0
1MORE Evo,NA,0.0,NA,0.0,NA,0.0,NA,0.0
1MORE Evo,NA,0.0,NA,0.0,NA,0.0,NA,0.0
1MORE Evo,NA,0.0,NA,0.0,NA,0.0,NA,0.0
1MORE Evo,NA,0.0,NA,0.0,NA,0.0,NA,0.0
1MORE Evo,NA,0.0,NA,0.0,NA,0.0,NA,0.0
1MORE Evo,Negative,0.9422943592071533,NA,0.0,NA,0.0,NA,0.0
1MORE Evo,NA,0.0,NA,0.0,NA,0.0,NA,0.0
1MORE Evo,NA,0.0,NA,0.0,NA,0.0,NA,0.0
1MORE Evo,NA,0.0,NA,0.0,NA,0.0,NA,0.0
1MORE Evo,Positive,0.6355728507041931,Positive,0.649680495262146,Positive,0.7455517649650574,Positive,0.6401013731956482
1MORE Evo,NA,0.0,Positive,0.9192013740539551,NA,0.0,Positive,0.926202118396759
1MORE Evo,NA,0.0,NA,0.0,NA,0.0,NA,0.0
1MORE Evo,Positive,0.9967478513717651,NA,0.0,Positive,0.9966589212417603,Positive,0.9958853125572205
1MORE Evo,Negative,0.7682680487632751,Positive,0.989560604095459,Positive,0.9950148463249207,NA,0.0
1MORE Evo,NA,0.0,NA,0.0,NA,0.0,NA,0.0
1MORE Evo,NA,0.0,NA,0.0,NA,0.0,NA,0.0
1MORE Evo,NA,0.0,NA,0.0,NA,0.0,NA,0.0
1MORE Evo,NA,0.0,NA,0.0,NA,0.0,NA,0.0
1MORE Evo,NA,0.0,NA,0.0,NA,0.0,NA,0.0
1MORE Evo,Positive,0.8074898719787598,Positive,0.7866507768630981,NA,0.0,Positive,0.743406355381012
1MORE Evo,Positive,0.9661794900894165,NA,0.0,Negative,0.5582613945007324,NA,0.0
1MORE Evo,NA,0.0,Negative,0.6425831317901611,NA,0.0,Positive,0.7321908473968506
1MORE Evo,NA,0.0,NA,0.0,NA,0.0,NA,0.0
1MORE Evo,NA,0.0,NA,0.0,NA,0.0,NA,0.0
1MORE Evo,NA,0.0,NA,0.0,NA,0.0,NA,0.0
1MORE Evo,NA,0.0,Negative,0.6306806206703186,Positive,0.8989323377609253,NA,0.0
1MORE Evo,NA,0.0,NA,0.0,NA,0.0,NA,0.0
1MORE Evo,NA,0.0,NA,0.0,NA,0.0,NA,0.0
1MORE Evo,NA,0.0,NA,0.0,NA,0.0,NA,0.0
1MORE Evo,NA,0.0,Positive,0.963571310043335,NA,0.0,Positive,0.9635401964187622
1MORE Evo,Positive,0.5262425541877747,NA,0.0,NA,0.0,Positive,0.777622640132904
1MORE Evo,NA,0.0,Positive,0.7408711910247803,NA,0.0,NA,0.0
1MORE Evo,NA,0.0,NA,0.0,NA,0.0,Positive,0.9973515272140503
1MORE Evo,NA,0.0,Positive,0.9478967189788818,NA,0.0,Positive,0.9760328531265259
1MORE Evo,NA,0.0,NA,0.0,NA,0.0,NA,0.0
1MORE Evo,NA,0.0,Positive,0.9754491448402405,NA,0.0,NA,0.0
1MORE Evo,NA,0.0,NA,0.0,NA,0.0,NA,0.0
1MORE Evo,NA,0.0,NA,0.0,NA,0.0,NA,0.0
1MORE Evo,NA,0.0,Positive,0.9962445497512817,NA,0.0,NA,0.0
lg tone tf8,NA,0.0,NA,0.0,NA,0.0,NA,0.0
lg tone tf8,Positive,0.8792474269866943,Positive,0.6617802977561951,NA,0.0,Positive,0.49700692296028137
lg tone tf8,NA,0.0,NA,0.0,NA,0.0,NA,0.0
lg tone tf8,NA,0.0,Positive,0.9928616881370544,NA,0.0,NA,0.0
lg tone tf8,NA,0.0,NA,0.0,NA,0.0,NA,0.0
lg tone tf8,NA,0.0,Positive,0.9262426495552063,NA,0.0,Positive,0.9778887033462524
lg tone tf8,NA,0.0,NA,0.0,NA,0.0,NA,0.0
